ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityEndDateTime,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,ActivityEndTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Silicon,SILICON,NA,NA,NA,NA,SILICON_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,1000,ug/L,1000,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873631,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873631/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,"Filtered, lab","FILTERED, LAB",Iron,IRON,NA,NA,NA,NA,"IRON_FILTERED, LAB_NA_UG/L",2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,897,ug/L,897,UG/L,Convert,Actual,Numeric,NA,Lower Reporting Limit,250,ug/L,250,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873632,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873632/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,"Filtered, lab","FILTERED, LAB",Nickel,NICKEL,NA,NA,NA,NA,"NICKEL_FILTERED, LAB_NA_UG/L",2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,2,ug/L,2,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873633,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873633/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Sodium,SODIUM,NA,NA,NA,NA,SODIUM_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,500,ug/L,500,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873634,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873634/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,"Filtered, lab","FILTERED, LAB",Vanadium,VANADIUM,NA,NA,NA,NA,"VANADIUM_FILTERED, LAB_NA_UG/L",2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,20,ug/L,20,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873635,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873635/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Copper,COPPER,NA,NA,NA,NA,COPPER_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,3,ug/L,3,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873636,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873636/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Antimony,ANTIMONY,NA,NA,NA,NA,ANTIMONY_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,1,ug/L,1,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873637,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873637/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Tin,TIN,NA,NA,NA,NA,TIN_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,NA,ug/L,NA,UG/L,No Result Value,NA,NA - Not Available,Not Detected,Lower Reporting Limit,1,ug/L,1,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873638,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873638/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,Unfiltered,UNFILTERED,Iron,IRON,NA,NA,NA,NA,IRON_UNFILTERED_NA_UG/L,2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,1530,ug/L,1530,UG/L,Convert,Actual,Numeric,NA,Lower Reporting Limit,250,ug/L,250,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873639,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873639/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
Sample-Routine,Water,WATER,Surface Water,"Filtered, lab","FILTERED, LAB",Calcium,CALCIUM,NA,NA,NA,NA,"CALCIUM_FILTERED, LAB_NA_UG/L",2023-06-05,16:45:00,AKDT,2023-06-06 00:45:00,5960,ug/L,5960,UG/L,Convert,Actual,Numeric,NA,Lower Reporting Limit,500,ug/L,500,UG/L,Numeric,NA,NA,NA - Not Available,NA,NA,NA,Surface,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA - Not Available,NA,NA,NA,NA,NA,200.8 W  ~ Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,200.8(W),USEPA,NA,WQ 014,AKDECWQ,Stream Sample Collection,"Samples will be collected by first rinsing the sample bottles three times, and then submerging the inverted sample bottle to near the stream bottom and then slowly turning it upright and bringing the bottle toward the water surface.",Water Bottle,NA,Provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",SGS,NA,STORET-1058873640,AKDECWQ-UN8_water chem,AKDECWQ,Alaska Dept of Environmental Conservation - Water Quality,ADFG Lake Surveys,Data collected by ADFG on lakes throughout Alaska in 2023 and 2024. Funded by BLM.,ADFG Lakes,NA,N,NA,US,02,290,Unnamed #8 Lake,UNNAMED #8 LAKE,Lake,LAKE,"ADFG lakes survey, Upper Koyukuk River Watershed",67.21585,67.21585,-150.2501,-150.2501,WGS84,19090101,AKDECWQ-UN8,AKDECWQ-UN8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alaska Department of Environmental Conservation,NA,67.21585,-150.2501,NA,NA,NA,NA,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECWQ/activities/AKDECWQ-UN8_water%20chem/results/1058873640/resdetectqntlmts,NA,8,NA,NA,NA,NA,GPS-Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2025-03-28T15:15:43
